Stress_ID,Monitored Facility,Fr Bus,To Bus,CKT,Contingency_Name,Contingency_Number,Reference Loading,Study_Unit_DFAX,Rate A,Rate B
SCRD_110862_111812_ckt_1_4038,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,LN_338,104,78.67,0.04767,997.0,1348.0
SCRD_110862_111812_ckt_1_4038,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,BF_WWALP_109,671,77.62,0.04747,997.0,1348.0
SCRD_110862_111812_ckt_1_4038,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,BF_WWALP_108,670,77.41,0.04754,997.0,1348.0
SCRD_110862_111812_ckt_1_4038,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,DC_3161-502W_NPCC_NERC,674,77.2,0.0475,997.0,1348.0
SCRD_110862_111812_ckt_1_593,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,Base Case ,0,98.79,0.05692,997.0,1348.0
SCRD_110862_111812_ckt_1_593,110803 READING N140  115  111656 ES211-504RM   115  1  ,110803,111656,1,NF_M139-2,2897,91.78,0.03256,138.0,153.0
SCRD_110862_111812_ckt_1_593,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,BF_WOBRN_108,661,85.88,0.04082,997.0,1348.0
SCRD_110862_111812_ckt_1_593,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,LN_338,104,83.94,0.04767,997.0,1348.0
SCRD_110862_111812_ckt_1_593,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,BF_WWALP_109,671,82.92,0.04747,997.0,1348.0
SCRD_110862_111812_ckt_1_593,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,BF_WWALP_108,670,82.69,0.04754,997.0,1348.0
SCRD_110862_111812_ckt_1_593,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,DC_3161-502W_NPCC_NERC,674,82.56,0.0475,997.0,1348.0
SCRD_110862_111812_ckt_1_593,110767 KINGSTON_2    345  110831 KINGSTN ST E  115  1  ,110767,110831,1,BF_MYST_108,540,81.86,0.05389,472.0,540.0
SCRD_110862_111812_ckt_1_593,110767 KINGSTON_2    345  110831 KINGSTN ST E  115  1  ,110767,110831,1,LN_324,81,80.77,0.05481,472.0,540.0
SCRD_110862_111812_ckt_1_593,110767 KINGSTON_2    345  110831 KINGSTN ST E  115  1  ,110767,110831,1,BF_KING_102,490,80.76,0.05481,472.0,540.0
SCRD_110862_111812_ckt_1_593,110767 KINGSTON_2    345  110831 KINGSTN ST E  115  1  ,110767,110831,1,TF_KING_345A,223,80.72,0.05481,472.0,540.0
SCRD_110862_111812_ckt_1_593,110767 KINGSTON_2    345  110831 KINGSTN ST E  115  1  ,110767,110831,1,BF_KING_3,3992,80.64,0.05465,472.0,540.0
SCRD_110862_111812_ckt_1_593,110766 KINGSTON ST   345  110830 KINGSTN ST W  115  1  ,110766,110830,1,BF_MYST_103,537,78.38,0.05318,491.0,540.0
SCRD_110862_111812_ckt_1_593,110766 KINGSTON ST   345  110830 KINGSTN ST W  115  1  ,110766,110830,1,LN_372,146,78.36,0.05318,491.0,540.0
SCRD_110862_111812_ckt_1_593,110766 KINGSTON ST   345  110830 KINGSTN ST W  115  1  ,110766,110830,1,BO_KNGSTN_104,368,78.36,0.05318,491.0,540.0
SCRD_110862_111812_ckt_1_593,110766 KINGSTON ST   345  110830 KINGSTN ST W  115  1  ,110766,110830,1,BF_KING_104,491,78.35,0.05318,491.0,540.0
SCRD_110862_111812_ckt_1_593,110766 KINGSTON ST   345  110830 KINGSTN ST W  115  1  ,110766,110830,1,BF_KING_7,3996,78.32,0.05318,491.0,540.0
SCRD_110862_111812_ckt_1_593,110757 LEXINGTON     345  110806 LEXINGTON     115  1  ,110757,110806,1,BF_WOBRN_10,4940,76.37,0.03855,496.0,568.0
SCRD_110862_111812_ckt_1_593,110757 LEXINGTON     345  110806 LEXINGTON     115  1  ,110757,110806,1,LN_211-508,1472,76.37,0.03855,496.0,568.0
SCRD_110862_111812_ckt_1_593,110757 LEXINGTON     345  110806 LEXINGTON     115  1  ,110757,110806,1,BF_WOBRN_8,4954,76.37,0.03855,496.0,568.0
SCRD_110862_111812_ckt_1_625,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,Base Case ,0,93.68,0.05692,997.0,1348.0
SCRD_110862_111812_ckt_1_625,110803 READING N140  115  111656 ES211-504RM   115  1  ,110803,111656,1,NF_M139-2,2897,90.83,0.03256,138.0,153.0
SCRD_110862_111812_ckt_1_625,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,BF_WOBRN_108,661,81.67,0.04082,997.0,1348.0
SCRD_110862_111812_ckt_1_625,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,BF_WWALP_109,671,79.81,0.04747,997.0,1348.0
SCRD_110862_111812_ckt_1_625,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,LN_338,104,79.73,0.04767,997.0,1348.0
SCRD_110862_111812_ckt_1_625,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,BF_WWALP_108,670,79.56,0.04754,997.0,1348.0
SCRD_110862_111812_ckt_1_625,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,DC_3161-502W_NPCC_NERC,674,79.41,0.0475,997.0,1348.0
SCRD_110862_111812_ckt_1_625,110767 KINGSTON_2    345  110831 KINGSTN ST E  115  1  ,110767,110831,1,BF_MYST_108,540,75.99,0.05389,472.0,540.0
SCRD_113264_113265_ckt_1_0,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,Base Case ,0,98.79,0.05692,997.0,1348.0
SCRD_113264_113265_ckt_1_0,110803 READING N140  115  111656 ES211-504RM   115  1  ,110803,111656,1,NF_M139-2,2897,91.82,0.03256,138.0,153.0
SCRD_113264_113265_ckt_1_0,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,BF_WOBRN_108,661,85.88,0.04082,997.0,1348.0
SCRD_113264_113265_ckt_1_0,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,LN_338,104,83.94,0.04767,997.0,1348.0
SCRD_113264_113265_ckt_1_0,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,BF_WWALP_109,671,83.06,0.04747,997.0,1348.0
SCRD_113264_113265_ckt_1_0,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,BF_WWALP_108,670,82.82,0.04754,997.0,1348.0
SCRD_113264_113265_ckt_1_0,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,DC_3161-502W_NPCC_NERC,674,82.68,0.0475,997.0,1348.0
SCRD_113264_113265_ckt_1_0,110767 KINGSTON_2    345  110831 KINGSTN ST E  115  1  ,110767,110831,1,BF_MYST_108,540,81.9,0.05389,472.0,540.0
SCRD_113264_113265_ckt_1_0,110767 KINGSTON_2    345  110831 KINGSTN ST E  115  1  ,110767,110831,1,LN_324,81,80.81,0.05481,472.0,540.0
SCRD_113264_113265_ckt_1_0,110767 KINGSTON_2    345  110831 KINGSTN ST E  115  1  ,110767,110831,1,BF_KING_102,490,80.81,0.05481,472.0,540.0
SCRD_113264_113265_ckt_1_0,110767 KINGSTON_2    345  110831 KINGSTN ST E  115  1  ,110767,110831,1,TF_KING_345A,223,80.77,0.05481,472.0,540.0
SCRD_113264_113265_ckt_1_0,110767 KINGSTON_2    345  110831 KINGSTN ST E  115  1  ,110767,110831,1,BF_KING_3,3992,80.69,0.05465,472.0,540.0
SCRD_113264_113265_ckt_1_0,110766 KINGSTON ST   345  110830 KINGSTN ST W  115  1  ,110766,110830,1,BF_MYST_103,537,78.42,0.05318,491.0,540.0
SCRD_113264_113265_ckt_1_0,110766 KINGSTON ST   345  110830 KINGSTN ST W  115  1  ,110766,110830,1,LN_372,146,78.4,0.05318,491.0,540.0
SCRD_113264_113265_ckt_1_0,110766 KINGSTON ST   345  110830 KINGSTN ST W  115  1  ,110766,110830,1,BO_KNGSTN_104,368,78.4,0.05318,491.0,540.0
SCRD_113264_113265_ckt_1_0,110766 KINGSTON ST   345  110830 KINGSTN ST W  115  1  ,110766,110830,1,BF_KING_104,491,78.4,0.05318,491.0,540.0
SCRD_113264_113265_ckt_1_0,110766 KINGSTON ST   345  110830 KINGSTN ST W  115  1  ,110766,110830,1,BF_KING_7,3996,78.36,0.05318,491.0,540.0
SCRD_113264_113265_ckt_1_0,110757 LEXINGTON     345  110806 LEXINGTON     115  1  ,110757,110806,1,BF_WOBRN_8,4954,76.25,0.03855,496.0,568.0
SCRD_113264_113265_ckt_1_0,110757 LEXINGTON     345  110806 LEXINGTON     115  1  ,110757,110806,1,LN_211-508,1472,76.25,0.03855,496.0,568.0
SCRD_113264_113265_ckt_1_0,110757 LEXINGTON     345  110806 LEXINGTON     115  1  ,110757,110806,1,BF_WOBRN_10,4940,76.25,0.03855,496.0,568.0
SCRD_113264_113265_ckt_2_0,110803 READING N140  115  111656 ES211-504RM   115  1  ,110803,111656,1,NF_M139-2,2897,90.41,0.03256,138.0,153.0
SCRD_113264_113265_ckt_2_0,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,Base Case ,0,87.74,0.05692,997.0,1348.0
SCRD_113264_113265_ckt_2_0,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,BF_WOBRN_108,661,76.88,0.04082,997.0,1348.0
SCRD_113292_113303_ckt_1_0,110803 READING N140  115  111656 ES211-504RM   115  1  ,110803,111656,1,NF_M139-2,2897,89.23,0.03256,138.0,153.0
SCRD_113292_113303_ckt_1_0,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,Base Case ,0,77.87,0.05692,997.0,1348.0
SCRD_113960_113974_ckt_1_0,110803 READING N140  115  111656 ES211-504RM   115  1  ,110803,111656,1,NF_M139-2,2897,90.24,0.03256,138.0,153.0
SCRD_113960_113974_ckt_1_0,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,Base Case ,0,83.99,0.05692,997.0,1348.0
SCRD_114733_114735_ckt_1_101,110803 READING N140  115  111656 ES211-504RM   115  1  ,110803,111656,1,NF_M139-2,2897,90.74,0.03256,138.0,153.0
SCRD_114733_114735_ckt_1_101,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,Base Case ,0,83.69,0.05692,997.0,1348.0
SCRD_114733_114735_ckt_1_101,116009 NORTHFLD MT   345  116045 LUDLOW        345  1  ,116009,116045,1,Base Case ,0,75.81,0.0689,1463.0,1884.0
SCRD_114733_114735_ckt_1_385,110803 READING N140  115  111656 ES211-504RM   115  1  ,110803,111656,1,NF_M139-2,2897,90.73,0.03256,138.0,153.0
SCRD_114733_114735_ckt_1_385,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,Base Case ,0,83.66,0.05692,997.0,1348.0
SCRD_114733_114735_ckt_1_385,116009 NORTHFLD MT   345  116045 LUDLOW        345  1  ,116009,116045,1,Base Case ,0,75.49,0.0689,1463.0,1884.0
SCRD_114733_114735_ckt_1_386,110803 READING N140  115  111656 ES211-504RM   115  1  ,110803,111656,1,NF_M139-2,2897,90.74,0.03256,138.0,153.0
SCRD_114733_114735_ckt_1_386,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,Base Case ,0,83.69,0.05692,997.0,1348.0
SCRD_114733_114735_ckt_1_386,116009 NORTHFLD MT   345  116045 LUDLOW        345  1  ,116009,116045,1,Base Case ,0,75.81,0.0689,1463.0,1884.0
SCRD_114733_114735_ckt_1_432,110803 READING N140  115  111656 ES211-504RM   115  1  ,110803,111656,1,NF_M139-2,2897,90.74,0.03256,138.0,153.0
SCRD_114733_114735_ckt_1_432,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,Base Case ,0,83.69,0.05692,997.0,1348.0
SCRD_114733_114735_ckt_1_432,116009 NORTHFLD MT   345  116045 LUDLOW        345  1  ,116009,116045,1,Base Case ,0,75.81,0.0689,1463.0,1884.0
SCRD_114733_114735_ckt_1_433,110803 READING N140  115  111656 ES211-504RM   115  1  ,110803,111656,1,NF_M139-2,2897,90.74,0.03256,138.0,153.0
SCRD_114733_114735_ckt_1_433,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,Base Case ,0,83.69,0.05692,997.0,1348.0
SCRD_114733_114735_ckt_1_433,116009 NORTHFLD MT   345  116045 LUDLOW        345  1  ,116009,116045,1,Base Case ,0,75.81,0.0689,1463.0,1884.0
SCRD_114733_114735_ckt_1_651,110803 READING N140  115  111656 ES211-504RM   115  1  ,110803,111656,1,NF_M139-2,2897,90.73,0.03256,138.0,153.0
SCRD_114733_114735_ckt_1_651,110759 MYSTIC MA     345  110760 349XY         345  1  ,110759,110760,1,Base Case ,0,83.58,0.05692,997.0,1348.0
SCRD_114733_114735_ckt_1_651,116009 NORTHFLD MT   345  116045 LUDLOW        345  1  ,116009,116045,1,Base Case ,0,75.33,0.0689,1463.0,1884.0
SCRD_119051_119053_ckt_2_0,119051 LAKE ROAD     345  119064 CARD STREET   345  1  ,119051,119064,1,BF_QP724_2T,578,78.42,0.06983,1463.0,1884.0
SCRD_119051_119053_ckt_2_0,119051 LAKE ROAD     345  119064 CARD STREET   345  1  ,119051,119064,1,LN_3271,86,78.42,0.06983,1463.0,1884.0
SCRD_119053_119057_ckt_2_0,116312 BERKSHIRE     115  116023 BERKSHIRE     345  2  ,116312,116023,2,LN_398,172,75.92,0.04067,460.0,533.0
SCRD_119057_119058_ckt_2_0,116312 BERKSHIRE     115  116023 BERKSHIRE     345  2  ,116312,116023,2,LN_398,172,76.06,0.04067,460.0,533.0
SCRD_119058_119064_ckt_2_0,116312 BERKSHIRE     115  116023 BERKSHIRE     345  2  ,116312,116023,2,LN_398,172,76.06,0.04067,460.0,533.0
