EQUINOR  N-1 DC Monitored Facility Loadings[TARA Ver 2302.2.0.0 64-bit - Thu Jul 17 13:46:52 2025]

 Loadflow Case: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_EPE_pp10DEL_C0_v2 (3).raw
 Study Data File: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_FCA_Qual_OverlappingImpact_Sub.sub
 Contingency File: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_FCA_Qual_OverlappingImpact_CTGs.con (total 5674 contingencies)
 Monitor File: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_FCA_Qual_OverlappingImpact_Mon.mon (0.0% loading cutoff)
 Exclude File: not provided
 Pre/Post Contingency PAR Adjustment: Adjusted/Fixed

 Monitored Facility                                   ,Fr Bus,Fr Name,To Bus,To Name,CKT,kVs,Areas,Zones Name,Rate Base (MVA),Rate Cont (MVA), Cont Name                                                      ,Cont ID,Base Flow (MW),Cont Flow (MW),Final DC %Loading,Severity Rank,Dfax FromTo Bus 113987,Dfax ToFrom Bus 113987,Dfax Harmer Positive (based on flow direction) Bus 113987,
117441 CANONICUS_L1  115  118178 DEXTER        115  1  ,117441,CANONICUS_L1,118178,DEXTER,1 ,115 ,101,RI_NEWPORT_T,     143.0,     165.0,BF_BELRK_M13,  3327,75.0,143.9,     87.19,5,   0.00000,  -0.00000,   0.00000,
117441 CANONICUS_L1  115  118178 DEXTER        115  1  ,117441,CANONICUS_L1,118178,DEXTER,1 ,115 ,101,RI_NEWPORT_T,     143.0,     165.0,BF_BELRK_311,  3323,75.0,143.9,     87.19,4,   0.00000,  -0.00000,   0.00000,
117441 CANONICUS_L1  115  118178 DEXTER        115  1  ,117441,CANONICUS_L1,118178,DEXTER,1 ,115 ,101,RI_NEWPORT_T,     143.0,     165.0,LN_M13S,  1831,75.0,143.9,     87.19,3,   0.00000,  -0.00000,   0.00000,
117441 CANONICUS_L1  115  118178 DEXTER        115  1  ,117441,CANONICUS_L1,118178,DEXTER,1 ,115 ,101,RI_NEWPORT_T,     143.0,     165.0,BF_TIVRTON_4,  4734,75.0,143.9,     87.19,2,   0.00000,  -0.00000,   0.00000,
117441 CANONICUS_L1  115  118178 DEXTER        115  1  ,117441,CANONICUS_L1,118178,DEXTER,1 ,115 ,101,RI_NEWPORT_T,     143.0,     165.0,BF_JEPSN_132,  3963,75.0,143.9,     87.19,1,   0.00000,  -0.00000,   0.00000,
103718 3RIVERS-N133  115  103725 N133_NORTH_T  115  1  ,103718,3RIVERS-N133,103725,N133_NORTH_T,1 ,115 ,101,NH_SEACOST_P,     216.0,     234.0,BF_MADBY_583,  4096,154.2,203.3,     86.88,5,  -0.00115,   0.00115,  -0.00115,
100129 LOUDEN        115  100165 SOUTH GORHAM  115  1  ,100129,LOUDEN,100165,SOUTH GORHAM,1 ,115 ,101,ME_CMP_P,     225.0,     225.0,BF_SGR_220-1,  4606,-118.8,-194.7,     86.53,1,   0.00055,  -0.00055,  -0.00055,
116009 NORTHFLD MT   345  116011 NORTHFLD-12   345  1  ,116009,NORTHFLD MT,116011,NORTHFLD-12,1 ,345 ,101,MA_PIT-GRN_P,     674.0,     674.0,Base Case ,     0,-582.7,    -    ,     86.45,0,   0.00000,  -0.00000,  -0.00000,
115718 TIVERTN 13_T  115  117355 TIVERTON_M13  115  1  ,115718,TIVERTN 13_T,117355,TIVERTON_M13,1 ,115 ,101,MA_NG_FALR_T/RI_PROVIDC_T,     215.0,     289.0,NF_L14-5,  2885,-119.2,-248.4,     85.96,7,  -0.00000,   0.00000,   0.00000,
110786 STOUGHTON     345  110790 K STREET 1    345  2  ,110786,STOUGHTON,110790,K STREET 1,2 ,345 ,101,MA_SOUTHRN_P/MA_BOSTON_P,    9999.0,     676.0,BF_SEBRK_169,   593,458.0,578.8,     85.62,1,  -0.08022,   0.08022,  -0.08022,
115715 BENT RD_L14   115  115719 TIVERTN 14_T  115  1  ,115715,BENT RD_L14,115719,TIVERTN 14_T,1 ,115 ,101,MA_NG_FALR_T,     195.0,     210.0,LN_M13S,  1831,-110.2,-179.0,     85.25,2,   0.00000,  -0.00000,  -0.00000,
115715 BENT RD_L14   115  115719 TIVERTN 14_T  115  1  ,115715,BENT RD_L14,115719,TIVERTN 14_T,1 ,115 ,101,MA_NG_FALR_T,     195.0,     210.0,BF_BELRK_311,  3323,-110.2,-179.0,     85.25,1,   0.00000,  -0.00000,  -0.00000,
115715 BENT RD_L14   115  115719 TIVERTN 14_T  115  1  ,115715,BENT RD_L14,115719,TIVERTN 14_T,1 ,115 ,101,MA_NG_FALR_T,     195.0,     210.0,BF_JEPSN_132,  3963,-110.2,-179.0,     85.25,5,   0.00000,  -0.00000,  -0.00000,
115715 BENT RD_L14   115  115719 TIVERTN 14_T  115  1  ,115715,BENT RD_L14,115719,TIVERTN 14_T,1 ,115 ,101,MA_NG_FALR_T,     195.0,     210.0,BF_BELRK_M13,  3327,-110.2,-179.0,     85.25,4,   0.00000,  -0.00000,  -0.00000,
115715 BENT RD_L14   115  115719 TIVERTN 14_T  115  1  ,115715,BENT RD_L14,115719,TIVERTN 14_T,1 ,115 ,101,MA_NG_FALR_T,     195.0,     210.0,BF_TIVRTON_4,  4734,-110.2,-179.0,     85.25,3,   0.00000,  -0.00000,  -0.00000,
110786 STOUGHTON     345  110790 K STREET 1    345  2  ,110786,STOUGHTON,110790,K STREET 1,2 ,345 ,101,MA_SOUTHRN_P/MA_BOSTON_P,    9999.0,     676.0,GN_SBRK,    37,458.0,572.8,     84.73,2,  -0.08011,   0.08011,  -0.08011,
117348 WOOD RIVER    115  117458 CHASE HILL    115  1  ,117348,WOOD RIVER,117458,CHASE HILL,1 ,115 ,101,RI_PROVIDC_T,     208.0,     218.0,DC_G185S_L190_NPCC_NERC_,  5148,-26.9,-184.1,     84.43,1,   0.00000,  -0.00000,  -0.00000,
110953 UG-OH_509     115  111716 GROVE ST_TAP  115  1  ,110953,UG-OH_509,111716,GROVE ST_TAP,1 ,115 ,101,MA_SOUTHRN_P/MA_MUNICPL_P,     226.0,     293.0,DC_478-503_478-508_NPCC_NERC,  5124,-86.1,-247.0,     84.29,1,   0.00000,  -0.00000,  -0.00000,
114430 GE RIVER69_T  115  114448 LYNN Q169     115  1  ,114430,GE RIVER69_T,114448,LYNN Q169,1 ,115 ,101,MA_NG_NRSH_T,     301.0,     359.0,BF_MYST_24,  4255,176.0,302.1,     84.16,1,  -0.00000,   0.00000,  -0.00000,
110786 STOUGHTON     345  110790 K STREET 1    345  2  ,110786,STOUGHTON,110790,K STREET 1,2 ,345 ,101,MA_SOUTHRN_P/MA_BOSTON_P,    9999.0,     676.0,TF_SBRK_GSU,   284,458.0,568.0,     84.03,3,  -0.08011,   0.08011,  -0.08011,
104095 DEERFIELD     345  104143 SCOBIE POND   345  1  ,104095,DEERFIELD,104143,SCOBIE POND,1 ,345 ,101,NH_SOUTHRN_P,    1358.0,    1358.0,BF_TBSW_3569,   622,699.3,1138.6,     83.85,3,   0.01769,  -0.01769,   0.01769,
104095 DEERFIELD     345  104143 SCOBIE POND   345  1  ,104095,DEERFIELD,104143,SCOBIE POND,1 ,345 ,101,NH_SOUTHRN_P,    1358.0,    1358.0,LN_3135,    63,699.3,1138.6,     83.85,2,   0.01769,  -0.01769,   0.01769,
104095 DEERFIELD     345  104143 SCOBIE POND   345  1  ,104095,DEERFIELD,104143,SCOBIE POND,1 ,345 ,101,NH_SOUTHRN_P,    1358.0,    1358.0,BF_TBSW_3135,   621,699.3,1138.6,     83.85,1,   0.01769,  -0.01769,   0.01769,
100117 LIVERMORE FL  115  100152 RILEY         115  1  ,100117,LIVERMORE FL,100152,RILEY,1 ,115 ,101,ME_CMP_P,     226.0,     226.0,BF_RFIP_2341,  4508,-139.0,-189.4,     83.80,4,  -0.00001,   0.00001,   0.00001,
100117 LIVERMORE FL  115  100152 RILEY         115  1  ,100117,LIVERMORE FL,100152,RILEY,1 ,115 ,101,ME_CMP_P,     226.0,     226.0,BF_RFIP_2431,  4509,-139.0,-189.4,     83.80,2,  -0.00001,   0.00001,   0.00001,
100117 LIVERMORE FL  115  100152 RILEY         115  1  ,100117,LIVERMORE FL,100152,RILEY,1 ,115 ,101,ME_CMP_P,     226.0,     226.0,LN_243,  1507,-139.0,-189.4,     83.80,3,  -0.00001,   0.00001,   0.00001,
119675 1465_MYSTC_X  115  119683 SHUNCK_1465   115  1  ,119675,1465_MYSTC_X,119683,SHUNCK_1465,1 ,115 ,101,CT_EASTERN_P,     217.0,     278.0,DC_G185S_L190_NPCC_NERC_,  5148,75.8,232.9,     83.77,1,  -0.00000,   0.00000,  -0.00000,
110786 STOUGHTON     345  110790 K STREET 1    345  2  ,110786,STOUGHTON,110790,K STREET 1,2 ,345 ,101,MA_SOUTHRN_P/MA_BOSTON_P,    9999.0,     676.0,BF_TWKS_7-39,   625,458.0,565.0,     83.59,4,  -0.10499,   0.10499,  -0.10499,
100117 LIVERMORE FL  115  100152 RILEY         115  1  ,100117,LIVERMORE FL,100152,RILEY,1 ,115 ,101,ME_CMP_P,     226.0,     226.0,NF_243A-2,  2716,-139.0,-188.8,     83.54,5,  -0.00001,   0.00001,   0.00001,
103718 3RIVERS-N133  115  103725 N133_NORTH_T  115  1  ,103718,3RIVERS-N133,103725,N133_NORTH_T,1 ,115 ,101,NH_SEACOST_P,     216.0,     234.0,DC_307-R169_NPCC_NERC,   672,154.2,195.4,     83.50,6,  -0.00080,   0.00080,  -0.00080,
110866 MEDWAY        115  111437 WMDWY_4_5     115  1  ,110866,MEDWAY,111437,WMDWY_4_5,1 ,115 ,101,MA_SOUTHRN_P,     301.0,     349.0,Base Case ,     0,-251.3,    -    ,     83.48,0,   0.00000,  -0.00000,  -0.00000,
119840 CARD STREET   115  119831 CARD STREET  69.0  2  ,119840,CARD STREET,119831,CARD STREET,2 ,115/69 ,101,CT_EASTERN_P,      56.0,      77.0,NF_1080-1,  2567,32.1,64.2,     83.36,1,   0.00000,  -0.00000,   0.00000,
119840 CARD STREET   115  119831 CARD STREET  69.0  2  ,119840,CARD STREET,119831,CARD STREET,2 ,115/69 ,101,CT_EASTERN_P,      56.0,      77.0,BF_CARD_13T,  3484,32.1,64.2,     83.36,6,   0.00000,  -0.00000,   0.00000,
119840 CARD STREET   115  119831 CARD STREET  69.0  2  ,119840,CARD STREET,119831,CARD STREET,2 ,115/69 ,101,CT_EASTERN_P,      56.0,      77.0,DC_1070_1080_NPCC_NERC,  5014,32.1,64.2,     83.36,5,   0.00000,  -0.00000,   0.00000,
119840 CARD STREET   115  119831 CARD STREET  69.0  2  ,119840,CARD STREET,119831,CARD STREET,2 ,115/69 ,101,CT_EASTERN_P,      56.0,      77.0,LN_1080,  1162,32.1,64.2,     83.36,9,   0.00000,  -0.00000,   0.00000,
119840 CARD STREET   115  119831 CARD STREET  69.0  2  ,119840,CARD STREET,119831,CARD STREET,2 ,115/69 ,101,CT_EASTERN_P,      56.0,      77.0,DC_1080_1675_NPCC_NERC,  5018,32.1,64.2,     83.36,10,   0.00000,  -0.00000,   0.00000,
119840 CARD STREET   115  119831 CARD STREET  69.0  2  ,119840,CARD STREET,119831,CARD STREET,2 ,115/69 ,101,CT_EASTERN_P,      56.0,      77.0,TF_CARD_8X,  1990,32.1,64.2,     83.36,3,   0.00000,  -0.00000,   0.00000,
119840 CARD STREET   115  119831 CARD STREET  69.0  2  ,119840,CARD STREET,119831,CARD STREET,2 ,115/69 ,101,CT_EASTERN_P,      56.0,      77.0,DC_1080_1490_NPCC_NERC,  5017,32.1,64.2,     83.36,2,   0.00000,  -0.00000,   0.00000,
119840 CARD STREET   115  119831 CARD STREET  69.0  2  ,119840,CARD STREET,119831,CARD STREET,2 ,115/69 ,101,CT_EASTERN_P,      56.0,      77.0,BF_TUNNEL_04,  4767,32.1,64.2,     83.36,8,   0.00000,  -0.00000,   0.00000,
119840 CARD STREET   115  119831 CARD STREET  69.0  2  ,119840,CARD STREET,119831,CARD STREET,2 ,115/69 ,101,CT_EASTERN_P,      56.0,      77.0,BF_TUNNEL_03,  4766,32.1,64.2,     83.36,4,   0.00000,  -0.00000,   0.00000,
119840 CARD STREET   115  119831 CARD STREET  69.0  2  ,119840,CARD STREET,119831,CARD STREET,2 ,115/69 ,101,CT_EASTERN_P,      56.0,      77.0,BF_MONTV_17T,  4221,32.1,64.2,     83.36,7,   0.00000,  -0.00000,   0.00000,
114415 RESCO-SAUGUS  115  114430 GE RIVER69_T  115  1  ,114415,RESCO-SAUGUS,114430,GE RIVER69_T,1 ,115 ,101,MA_NG_NRSH_T,     363.0,     363.0,BF_MYST_24,  4255,176.2,302.3,     83.28,1,  -0.00000,   0.00000,  -0.00000,
100163 MAGUIRE ROAD  115  100194 SECT 140A TP  115  1  ,100163,MAGUIRE ROAD,100194,SECT 140A TP,1 ,115 ,101,ME_CMP_P,     283.0,     283.0,BF_DRFLD_785,   467,171.0,234.4,     82.83,1,  -0.00061,   0.00061,  -0.00061,
114483 SALEM G5      115  114491 NGR_G5_FPRT   115  1  ,114483,SALEM G5,114491,NGR_G5_FPRT,1 ,115 ,101,MA_NG_NRSH_T/BORDER-BUS,     406.0,     406.0,Base Case ,     0,336.2,    -    ,     82.80,0,   0.00000,  -0.00000,   0.00000,
100163 MAGUIRE ROAD  115  100194 SECT 140A TP  115  1  ,100163,MAGUIRE ROAD,100194,SECT 140A TP,1 ,115 ,101,ME_CMP_P,     283.0,     283.0,BF_MGRD_2501,  4155,171.0,233.0,     82.33,2,  -0.00122,   0.00122,  -0.00122,
100163 MAGUIRE ROAD  115  100194 SECT 140A TP  115  1  ,100163,MAGUIRE ROAD,100194,SECT 140A TP,1 ,115 ,101,ME_CMP_P,     283.0,     283.0,LN_250,  1512,171.0,233.0,     82.33,3,  -0.00122,   0.00122,  -0.00122,
113951 TEWKSBURY     345  115010 NGR_338_NST   345  1  ,113951,TEWKSBURY,115010,NGR_338_NST,1 ,345 ,101,MA_MRMKVLY_T/BORDER-BUS,    1552.0,    1918.0,LN_339,   106,941.4,1577.4,     82.24,1,  -0.12534,   0.12534,  -0.12534,
117375 RISE          115  118125 NG_S171S_FPL  115  1  ,117375,RISE,118125,NG_S171S_FPL,1 ,115 ,101,RI_PROVIDC_T/BORDER-BUS,     627.0,     670.0,BF_H.AVE_72S,  3889,265.3,550.4,     82.16,5,   0.00000,  -0.00000,   0.00000,
117375 RISE          115  118125 NG_S171S_FPL  115  1  ,117375,RISE,118125,NG_S171S_FPL,1 ,115 ,101,RI_PROVIDC_T/BORDER-BUS,     627.0,     670.0,BF_H.AV_2-05,  3885,265.3,550.4,     82.16,4,   0.00000,  -0.00000,   0.00000,
117375 RISE          115  118125 NG_S171S_FPL  115  1  ,117375,RISE,118125,NG_S171S_FPL,1 ,115 ,101,RI_PROVIDC_T/BORDER-BUS,     627.0,     670.0,LN_T172S,  1907,265.3,550.4,     82.16,3,   0.00000,  -0.00000,   0.00000,
117375 RISE          115  118125 NG_S171S_FPL  115  1  ,117375,RISE,118125,NG_S171S_FPL,1 ,115 ,101,RI_PROVIDC_T/BORDER-BUS,     627.0,     670.0,BF_DRMRK_872,  3614,265.3,550.4,     82.16,2,   0.00000,  -0.00000,   0.00000,
117375 RISE          115  118125 NG_S171S_FPL  115  1  ,117375,RISE,118125,NG_S171S_FPL,1 ,115 ,101,RI_PROVIDC_T/BORDER-BUS,     627.0,     670.0,BF_DRMRK_289,  3610,265.3,550.4,     82.16,1,   0.00000,  -0.00000,   0.00000,
117375 RISE          115  118126 NG_T172S_FPL  115  1  ,117375,RISE,118126,NG_T172S_FPL,1 ,115 ,101,RI_PROVIDC_T/BORDER-BUS,     627.0,     670.0,NF_S171-5,  2942,285.1,550.4,     82.16,1,   0.00000,  -0.00000,   0.00000,
117375 RISE          115  118126 NG_T172S_FPL  115  1  ,117375,RISE,118126,NG_T172S_FPL,1 ,115 ,101,RI_PROVIDC_T/BORDER-BUS,     627.0,     670.0,BF_RIDGWD_1T,  4514,285.1,550.4,     82.16,2,  -0.00000,   0.00000,  -0.00000,
117375 RISE          115  118126 NG_T172S_FPL  115  1  ,117375,RISE,118126,NG_T172S_FPL,1 ,115 ,101,RI_PROVIDC_T/BORDER-BUS,     627.0,     670.0,LN_S171,  1894,285.1,550.4,     82.16,3,   0.00000,  -0.00000,   0.00000,
117375 RISE          115  118126 NG_T172S_FPL  115  1  ,117375,RISE,118126,NG_T172S_FPL,1 ,115 ,101,RI_PROVIDC_T/BORDER-BUS,     627.0,     670.0,BF_RIDGWD_1H,  4513,285.1,550.4,     82.16,5,   0.00000,  -0.00000,   0.00000,
117375 RISE          115  118126 NG_T172S_FPL  115  1  ,117375,RISE,118126,NG_T172S_FPL,1 ,115 ,101,RI_PROVIDC_T/BORDER-BUS,     627.0,     670.0,BF_H.AVE_171,  3888,285.1,550.4,     82.16,6,  -0.00000,   0.00000,  -0.00000,
117375 RISE          115  118125 NG_S171S_FPL  115  1  ,117375,RISE,118125,NG_S171S_FPL,1 ,115 ,101,RI_PROVIDC_T/BORDER-BUS,     627.0,     670.0,NF_T172S-6,  2959,265.3,550.4,     82.16,6,   0.00000,  -0.00000,   0.00000,
117375 RISE          115  118126 NG_T172S_FPL  115  1  ,117375,RISE,118126,NG_T172S_FPL,1 ,115 ,101,RI_PROVIDC_T/BORDER-BUS,     627.0,     670.0,BF_H.AV_1-06,  3884,285.1,550.4,     82.16,4,   0.00000,  -0.00000,   0.00000,
117327 DRUMROCK      115  117379 DRUMROCK T5  99.0  1  ,117327,DRUMROCK,117379,DRUMROCK T5,1 ,115/99 ,101,RI_PROVIDC_T,     107.0,     107.0,BF_DRMRK_587,  3611,39.5,87.7,     81.98,1,   0.00003,  -0.00003,   0.00003,
117327 DRUMROCK      115  117379 DRUMROCK T5  99.0  1  ,117327,DRUMROCK,117379,DRUMROCK T5,1 ,115/99 ,101,RI_PROVIDC_T,     107.0,     107.0,BF_DRMRK_588,  3612,39.5,87.7,     81.97,2,   0.00003,  -0.00003,   0.00003,
100235 BOLT-HILL_T3  115  103728 ES_N133S_CMP  115  1  ,100235,BOLT-HILL_T3,103728,ES_N133S_CMP,1 ,115 ,101,ME_CMP_P/BORDER-BUS,      53.0,      53.0,BF_FNR_QUAKRHL,  3758,-38.4,-43.4,     81.94,1,  -0.00003,   0.00003,   0.00003,
100235 BOLT-HILL_T3  115  103728 ES_N133S_CMP  115  1  ,100235,BOLT-HILL_T3,103728,ES_N133S_CMP,1 ,115 ,101,ME_CMP_P/BORDER-BUS,      53.0,      53.0,BS_QUAKERHL,  3165,-38.4,-43.4,     81.94,2,  -0.00003,   0.00003,   0.00003,
100235 BOLT-HILL_T3  115  103728 ES_N133S_CMP  115  1  ,100235,BOLT-HILL_T3,103728,ES_N133S_CMP,1 ,115 ,101,ME_CMP_P/BORDER-BUS,      53.0,      53.0,BF_QKHL_1972,  4478,-38.4,-43.4,     81.94,3,  -0.00003,   0.00003,   0.00003,
113274 AYER          115  113355 AYER T4      99.0  1  ,113274,AYER,113355,AYER T4,1 ,115/99 ,101,MA_NG_CENT_T,      72.0,      78.0,BF_PRAT_7-41,  4437,36.7,63.9,     81.90,1,   0.02314,  -0.02314,   0.02314,
113274 AYER          115  113355 AYER T4      99.0  1  ,113274,AYER,113355,AYER T4,1 ,115/99 ,101,MA_NG_CENT_T,      72.0,      78.0,LN_K137W,  1769,36.7,63.9,     81.90,2,   0.02314,  -0.02314,   0.02314,
113274 AYER          115  113355 AYER T4      99.0  1  ,113274,AYER,113355,AYER T4,1 ,115/99 ,101,MA_NG_CENT_T,      72.0,      78.0,BF_PRAT_K137,  4443,36.7,63.9,     81.90,3,   0.02314,  -0.02314,   0.02314,
113274 AYER          115  113355 AYER T4      99.0  1  ,113274,AYER,113355,AYER T4,1 ,115/99 ,101,MA_NG_CENT_T,      72.0,      78.0,DC_K137W_38W_NPCC_NERC,  5156,36.7,63.9,     81.90,4,   0.02314,  -0.02314,   0.02314,
113274 AYER          115  113355 AYER T4      99.0  1  ,113274,AYER,113355,AYER T4,1 ,115/99 ,101,MA_NG_CENT_T,      72.0,      78.0,TF_AYER_6X,  1956,36.7,63.9,     81.90,5,   0.02314,  -0.02314,   0.02314,
100235 BOLT-HILL_T3  115  103728 ES_N133S_CMP  115  1  ,100235,BOLT-HILL_T3,103728,ES_N133S_CMP,1 ,115 ,101,ME_CMP_P/BORDER-BUS,      53.0,      53.0,BF_QKHL_1405,  4477,-38.4,-43.4,     81.86,4,  -0.00003,   0.00003,   0.00003,
113951 TEWKSBURY     345  115010 NGR_338_NST   345  1  ,113951,TEWKSBURY,115010,NGR_338_NST,1 ,345 ,101,MA_MRMKVLY_T/BORDER-BUS,    1552.0,    1918.0,BF_WAKE_393T,   642,941.4,1569.7,     81.84,2,  -0.11827,   0.11827,  -0.11827,
110803 READING N140  115  111656 ES211-504RM   115  1  ,110803,READING N140,111656,ES211-504RM,1 ,115 ,101,MA_BOSTON_P/BORDER-BUS,     138.0,     153.0,NF_M139-2,  2897,79.4,125.2,     81.82,7,   0.03256,  -0.03256,   0.03256,
117327 DRUMROCK      115  117379 DRUMROCK T5  99.0  1  ,117327,DRUMROCK,117379,DRUMROCK T5,1 ,115/99 ,101,RI_PROVIDC_T,     107.0,     107.0,BF_KNTC_185T,  4007,39.5,87.5,     81.76,3,   0.00004,  -0.00004,   0.00004,
117327 DRUMROCK      115  117379 DRUMROCK T5  99.0  1  ,117327,DRUMROCK,117379,DRUMROCK T5,1 ,115/99 ,101,RI_PROVIDC_T,     107.0,     107.0,BS_DRMRCK_34,  3060,39.5,87.2,     81.53,4,   0.00003,  -0.00003,   0.00003,
117327 DRUMROCK      115  117379 DRUMROCK T5  99.0  1  ,117327,DRUMROCK,117379,DRUMROCK T5,1 ,115/99 ,101,RI_PROVIDC_T,     107.0,     107.0,LN_G185N,  1743,39.5,87.2,     81.53,5,   0.00003,  -0.00003,   0.00003,
100163 MAGUIRE ROAD  115  100194 SECT 140A TP  115  1  ,100163,MAGUIRE ROAD,100194,SECT 140A TP,1 ,115 ,101,ME_CMP_P,     283.0,     283.0,BF_MGRD_3850,  4157,171.0,230.4,     81.40,4,  -0.00120,   0.00120,  -0.00120,
113951 TEWKSBURY     345  115010 NGR_338_NST   345  1  ,113951,TEWKSBURY,115010,NGR_338_NST,1 ,345 ,101,MA_MRMKVLY_T/BORDER-BUS,    1552.0,    1918.0,DC_339_S145_NPCC,   690,941.4,1557.5,     81.20,3,  -0.10085,   0.10085,  -0.10085,
117327 DRUMROCK      115  117379 DRUMROCK T5  99.0  1  ,117327,DRUMROCK,117379,DRUMROCK T5,1 ,115/99 ,101,RI_PROVIDC_T,     107.0,     107.0,BF_KNTC_8510,  4010,39.5,86.8,     81.16,6,   0.00003,  -0.00003,   0.00003,
104095 DEERFIELD     345  104143 SCOBIE POND   345  1  ,104095,DEERFIELD,104143,SCOBIE POND,1 ,345 ,101,NH_SOUTHRN_P,    1358.0,    1358.0,BF_SEBRK_169,   593,699.3,1101.4,     81.11,4,   0.01769,  -0.01769,   0.01769,
100168 WOODSTOCK     115  100182 RUMFORD IP    115  1  ,100168,WOODSTOCK,100182,RUMFORD IP,1 ,115 ,101,ME_CMP_P,     225.0,     225.0,LN_211,  1471,-106.2,-182.4,     81.07,1,   0.00001,  -0.00001,  -0.00001,
117331 JOHNSTON_172  115  117360 RISE 172_TAP  115  1  ,117331,JOHNSTON_172,117360,RISE 172_TAP,1 ,115 ,101,RI_PROVIDC_T,     446.0,     446.0,NF_S171-5,  2942,-133.4,-361.5,     81.05,1,  -0.00090,   0.00090,   0.00090,
110786 STOUGHTON     345  110790 K STREET 1    345  2  ,110786,STOUGHTON,110790,K STREET 1,2 ,345 ,101,MA_SOUTHRN_P/MA_BOSTON_P,    9999.0,     676.0,DC_0601_2602_NPCC_NERC,   859,458.0,547.0,     80.92,5,  -0.08591,   0.08591,  -0.08591,
114744 DEPOT ST_129  115  114842 DEPOT T2     99.0  1  ,114744,DEPOT ST_129,114842,DEPOT T2,1 ,115/99 ,101,MA_NG_SEMA_T,      47.0,      47.0,NF_D130-4,  2809,29.4,38.0,     80.89,7,   0.00002,  -0.00002,   0.00002,
100168 WOODSTOCK     115  100182 RUMFORD IP    115  1  ,100168,WOODSTOCK,100182,RUMFORD IP,1 ,115 ,101,ME_CMP_P,     225.0,     225.0,BF_WDSTK_211,  4878,-106.2,-181.8,     80.81,2,   0.00001,  -0.00001,  -0.00001,
110756 WOBURN        345  115010 NGR_338_NST   345  1  ,110756,WOBURN,115010,NGR_338_NST,1 ,345 ,101,MA_BOSTON_P/BORDER-BUS,    1532.0,    1949.0,LN_339,   106,-936.7,-1572.8,     80.70,1,   0.12534,  -0.12534,  -0.12534,
114791 WEST ST 1    69.0  114819 WEST ST T1   99.0  1  ,114791,WEST ST 1,114819,WEST ST T1,1 ,69/99 ,101,MA_NG_SEMA_T,      21.0,      21.0,BF_CHRTLY_81,  3513,7.9,16.9,     80.55,1,  -0.00003,   0.00003,  -0.00003,
100129 LOUDEN        115  100165 SOUTH GORHAM  115  1  ,100129,LOUDEN,100165,SOUTH GORHAM,1 ,115 ,101,ME_CMP_P,     225.0,     225.0,LN_220,  1483,-118.8,-181.2,     80.53,2,   0.00059,  -0.00059,  -0.00059,
110756 WOBURN        345  115010 NGR_338_NST   345  1  ,110756,WOBURN,115010,NGR_338_NST,1 ,345 ,101,MA_BOSTON_P/BORDER-BUS,    1532.0,    1949.0,BF_WAKE_393T,   642,-936.7,-1565.0,     80.30,2,   0.11827,  -0.11827,  -0.11827,
110786 STOUGHTON     345  110790 K STREET 1    345  2  ,110786,STOUGHTON,110790,K STREET 1,2 ,345 ,101,MA_SOUTHRN_P/MA_BOSTON_P,    9999.0,     676.0,LN_3164,    71,458.0,542.6,     80.26,6,  -0.08205,   0.08205,  -0.08205,
110786 STOUGHTON     345  110790 K STREET 1    345  2  ,110786,STOUGHTON,110790,K STREET 1,2 ,345 ,101,MA_SOUTHRN_P/MA_BOSTON_P,    9999.0,     676.0,BO_3164,   362,458.0,542.6,     80.26,7,  -0.08205,   0.08205,  -0.08205,
110786 STOUGHTON     345  110790 K STREET 1    345  2  ,110786,STOUGHTON,110790,K STREET 1,2 ,345 ,101,MA_SOUTHRN_P/MA_BOSTON_P,    9999.0,     676.0,BF_STGTN_101,   617,458.0,542.5,     80.26,8,  -0.07888,   0.07888,  -0.07888,
110786 STOUGHTON     345  110790 K STREET 1    345  2  ,110786,STOUGHTON,110790,K STREET 1,2 ,345 ,101,MA_SOUTHRN_P/MA_BOSTON_P,    9999.0,     676.0,NF_HYDE_345A,   400,458.0,542.4,     80.23,9,  -0.08205,   0.08205,  -0.08205,
110786 STOUGHTON     345  110790 K STREET 1    345  2  ,110786,STOUGHTON,110790,K STREET 1,2 ,345 ,101,MA_SOUTHRN_P/MA_BOSTON_P,    9999.0,     676.0,TF_HYDE_345A,   216,458.0,542.3,     80.22,10,  -0.08205,   0.08205,  -0.08205,
114405 RAILYARD_45   115  114417 SALEM HARBOR  115  1  ,114405,RAILYARD_45,114417,SALEM HARBOR,1 ,115 ,101,MA_NG_NRSH_T,     300.0,     446.0,BF_WAKE_146E,  4819,-224.9,-357.7,     80.21,1,   0.01449,  -0.01449,  -0.01449,
114405 RAILYARD_45   115  114417 SALEM HARBOR  115  1  ,114405,RAILYARD_45,114417,SALEM HARBOR,1 ,115 ,101,MA_NG_NRSH_T,     300.0,     446.0,BF_WAKE_3T46,  4820,-224.9,-357.7,     80.20,2,   0.01448,  -0.01448,  -0.01448,
